id,viewcounts,subscribercounts,videocounts
UCC0cfbK757c0rIR8PqRtUMA,14910,44,4
UCaQEPU1fZm5Klx-1P3yIO_A,5317,1120,7
UC-SGkrshS-GJszuEuHLJIYw,132,13,2
UC2yj9K6PKm9Ly7bgKDimr_g,1203,90,6
UCg_7MQqayGtM1O6nkSwvIWQ,4091,69,20
UC4xxToTnEIvGSaoOBF9c2QQ,1955,7,1
UCI81LH99LHJ2hjAeInE3riw,642,15,26
UC4JDLgX0XCKMeX-6BGnfA8A,4780,17,26
UCyG9xW7x4HbmVmNeMsIo9Tg,222,21,4
UCq_waB_PPNeV_uOWx_XxRFA,9,0,2
UCYA7aJ0LoevhUdB69YHsfgw,0,58,0
UC7fd_xcULQDIfiCqlVP0rlg,0,0,0
UC-hzN_AQUbGjG5h7ODwLOkQ,47701,361,32
UC2RK-2Wr0FTBieNBhLCfH5w,392,21,5
UC6FEi_ZR6z2wust5iY3B7ug,2375,25,8
UC63lFBgO--_g-7qKf0eQEQg,52,0,1
UCZcnO1ZCBE1T_DPORpEeq8g,4,0,1
UCZS84QCTD64nBIoW6vLeuOQ,107,0,5
UC1uGOvc6fTEDsdIuSW1cmyQ,5682,20,13
UCzHX-TO8qLxGwOE503N0DBg,8115,42,43
UC-J_rcffVGCvCxgPn8SOPYQ,121,0,11
UCqyAOFWbvPbaGjjpfXwlRzg,31063,79,33
UCbcKYjdxq8Z05Z32YI3D3zw,20428,525,15
UCk5FTWKtVzzqWwhaW_holfw,914,66,15
UCVMyjZLwsLtBI6FbEwaexxg,1628,40,23
UCwobaOTQdDWvCIYhB1IY_Lw,2729,629,28
UCFK385FRVdjoIEE3Us0DuAQ,112,2,3
UCGQp9_JSGMupPffd60O6DfQ,342,6,16
UC-o1JlKnbusqigcAsZqjDZA,8554,21,12
UCliEuwYx_CPGOtcFf2draBw,63,2,1
UCG_u-oM3-V02brI-PnpcsKw,235,147,1
UC07DI0qHYFA3WXtkr9972Zg,21914,32,17
UCdKHzehe26pwf9RpjpGFFoA,25,11,2
UCbLUrKnYfIGKlKAy9dFZLHg,144,0,6
UCcTUDGLha1hJgIlVJlGGZGw,152,6,1
UClK8VZ3effrnI94Ko7tElCQ,10,2,2
UCavmgKQELadbPXTFFdoFqPw,712,9,7
UCTNUDcaSH4KaJ3ZqxwGxu3g,42456,273,89
UCvUqJmaw_CFcO4DsE8HWhug,14224,299,59
UCLKTlmfFZ_YLPhtLbTWfqTg,189,10,10
UC0wlQvSA6wEvv8fT3WKKZfQ,2218,13,10
UCT50pQt6Dgs6XA13BP7-zYQ,4,1,1
UC5Ig88H5JLlrq-jo5SD5yoA,15,0,1
UClqfbzjgB-AO-MvbTpiVBMQ,145,1,5
UCPxb2A15z0G4j1k0XFBhfkQ,2,0,6
UC46pQ7WrzWZI8d-0-t3yDag,26,0,2
UCKozkxZl57SdidTAGWt9Vlg,943,4,20
UCAleROcJth0EKq8-wVDjcYQ,111,0,5
UC3_JA2_9i8Wp11ztFChl4pQ,37417,368,50
UCydSX1Q9wfapJV2PW3sS8Jw,299,24,4
UCVH58MfOe6gp_vdeJa2jSEw,2892,24,26
UCLC0WxJHvEXnVIZpRDTynoA,111,4,2
UCszgRktgkrZv71iVV1uj2-Q,2530,7,5
UCUyuqWA1OpEZD4ri4VpJ0Jw,204,0,9
UCuCNoyrQmOhCOXHLmMLoZeA,146,2,1
UCrE6IcS-hWyiII8cX35twvg,903,4,2
UCY74kZtp7Mt1RSn7tZcXb2A,78,5,2
UCDrYs3lH08C7lzSDr3lR9Uw,3,0,4
UCq6iIXbJChXMz6ZAjSghyxw,3,0,1
UCY_VYbhiA7U47p1gUXoSdDg,22,0,1
UCPHrhHFPeK0Q0W-MHNhCU8Q,52,14,1
UC-PVqevrlGOfv7zzsrEjTuQ,10,19,1
UCt-RxLtLdhtNdTM8LnJIf2Q,4737,79,19
UC7aW741SCLocCtC3GxID5-g,29117,525,28
UCbedUNUarmpXQnVdOZsmH4A,46202,843,5
UCBnBP6SwYewpxNuDJguY5Kw,1898,12,12
UCE6PskVy6shLwObiZJWYrmA,26686,138,58
UCtNoDhGWgrJzWwo45bKmmBQ,81267,371,45
UCD-ap46YytQDOk8bhkTn9jQ,2147,10,1
UC4twFHfxiCSt-hx8tkQ2p-g,5141,64,7
UCpxm5PapDE7b9iPQ1dGZihQ,222,12,10
UCb2zrHM5i1pYBHljmJ9_Lhw,70204,307,122
UC27SGMj22MsF_zE8Xt9rDvQ,9687,28,9
UCi4frsTKdRWmsbCT3H3PRNg,581,17,7
UC9ylQBd4gMkaYy1-1F-GxwQ,4443,361,5
UCChocBeZ0pWeXyAPuvXUF1w,2395,142,6
UCQT4QEglL4y_lQjh_Rwk_pQ,85820,922,22
UCBy8epUDdkGGKWJ32R6eO_A,604313,2430,46
UCDS_EbknMEr8iJ38e9pzkJw,104903,2140,46
UCqfbDI6OvXehs7RwCPU4P0Q,3388,147,12
UCehfdcaSPQd7pgaLG9umQ5w,0,19,0
UCoFxblHr20amdy7iKhZ1STg,374,23,21
UCXFMj6c2fpLTgpRHx_wdvnw,51,7,1
UCd1pUo1KgFUsqfttR_npXNQ,308923,18000,2
UCWUYo1f2sk03zUtfZOYUv6A,168,14,2
UC4cOCBhvDVqxXf2mvZn5FCw,22102807,745000,31
UCxZfjXO_JEe2l37tsoKmXuw,4590,65,15
UCwsCf1gp6wi4tN6DFtNitig,412,36,6
UCNHjPCpOxZMBOBElKjD-G1Q,39847,1340,22
UCrHGHTFZL0jn2Lc_A_HvNeQ,143,17,4
UC3peIeb-o3uHx8vqaToq_Vw,139197,1450,38
UCjQVaN4G3EQj8ZH6ZeoH3UA,3322,94,7
UCftnbQdXsMOyllETrS1WE5w,39,13,3
UCGtiZTmya7x3b1-MDrjTZlQ,169,14,7
UCOTVQHKy4Eu8RCkW0MSh_Xw,9731464,221000,83
UCVxPlmsSNdyqTYdYIaDssUQ,1910,33,41
UCKaEcWhmbTi-bf6U4CuX7xQ,1347053,8650,5
UCGjSgkH2tWnb3Lt4qly4lJg,77,6,2
UCN-PRZAToQTmAqm3d8r-8xg,35,3,4
UChIvZzSljyRfJaE5ck3xo-Q,86,12,4
UCj3-_Pn1QfaQTIJxDEZ9DxQ,149,9,2
UC0Qzsq7IVsrUySwy2gkdmAA,73,10,2
UCN4xsma5hpoq_mJKNfc0rkQ,470700,1990,70
UCnEIW6r2i5txdZNCg5v_mUg,4145,344,47
UCkT9mJm7EENk8u3kM-ThkSQ,233,22,26
UCNUIj_gdP06-JYNI3iSDHsQ,166869,1100,136
UCVQHMP8d05xBT_pJt6H62gQ,1112,7,16
UCWpMqsFiLhFnUzTP_EdDn3g,4495,126,4
UCKj4pyd-f2decfC2WOweQcw,183,65,28
UCJij9hSVGN8P794bKBppPOg,2316,75,5
UCvOSATw2RsXu5m1yqH_Lb9w,19412,67,15
UCHnhtybJmxKRzLJkl8CDB1Q,19468,53,17
UCQBVs_Qb5mLhJ92qPA24bGA,401461,1380,244
UCKZEreyib87uENu9V6SxVHg,263,3,1
UCwuQFHGXAUYheXnnJ9W9hmg,6491,38,2
UCJHGCSNE7BkU0b5ldb0644g,11,4,1
UCELGsE5xtQwYN4h7WPtdiqA,74,2,3
UCOJxkWUxyXvVYnEBN87otXw,67,12,11
UCboMvjnYABqptUq5tQRGiYA,0,0,0
UCLYAHEB3RgjH0ZNybck2Enw,1540,2,7
UCx7rSO6S0IzPjaUd8GWD4iQ,6,8,1
UC3SB_g9XQ6bnMx4liuf25KQ,56,1,1
UCiIs1DCtpqnqwXxeVu4NLrg,0,23,0
UCJGalCyfNE1U41GlhnoGD1Q,11879,63,10
UCHAG3wV6CBejL1FM-zvL51g,7,0,2
UCOyBMlhldc7LNjLwhi_onUw,500,22,3
UCRpFMtbenUA3QmBhfP7AECQ,5,0,3
UCdVHN4m7VTcY6-pFDxp5yPA,836,2,6
UCV0KnFsqc2laIvq25VRhrHw,913,6,19
UCFG0PuhPG7LsHhEXw39pekQ,828,15,19
UCIUuYHYgjnnRUaS1URpfxfw,2367,2,1
UCq3rU5dLtI49Np-TK5LspFA,5,0,1
UC2m1XWI0kTGlRXV_TyDPfUg,733,1,39
UCNlZr0cdSwaO_PoIrgimEUg,4,0,2
UCDSDuWpjwPloJ5p1pBDr7Yw,982,0,16
UCY2FnD2h-6n5fSuA3ps7IrA,11,0,1
UCyto12bgiEAGm4yLyU_Xmuw,0,1250,0
UCfUIW9fPUmfZHhDUciAEA7Q,146,10,7
UCBHxQMkpEupQz7LSqWNtggw,57,5,3
UCfce1M0j5j17oTPFW2UlS-Q,398,21,13
UCJruRef0Xqs73_Yt7Sr_mDw,5477,31,13
UCjGk0gsfBoV5IxdcOPvdPuw,0,0,3
UCKRO3DcWjR8slS7ZViNwriA,42,8,6
UCryGza4IOnUXO1aR8pdFpjw,4218,34,26
UCVYW5WHORq4gCbso1kmoQJw,31,0,8
UCohQYulS8iBEMBD_1JJ84Zg,20986,69,17
UCE_VqiB-DnFvbHCEIHIDxeQ,599,21,14
UCDF4uHViuKufOVnrkseqdSA,3133,14,9
UCyw4ylaM4-zyaYVw7eNGzrg,0,0,0
UCNNHPnO5siDnWDGU1NYnLZg,0,0,0
UCkv2H8Gocw5b1oSmMkedoiQ,54181,126,11
UC0atvP2QSsFN-jWIA6PnBMQ,141,13,4
UC6BwprJYZ45CNXh5xHVUJew,2448,13,12
UC4om3Ij_GGZte52jkfX5ONw,0,0,1
UCSi12szOx6FnCiJeM55_efA,37105,37,3
UCU24rp02ZboO6YUfUGJylPw,17017,349,8
UCLotuiGaqjJAPqB5eiYNGiA,555,14,7
UCieY2GIbD_wiQ5DjD_ufDdw,4657,178,5
UCIajycrwRPYt_NFfqoIgy1g,233,0,3
UCdlHzUiHCnoz3MWZlY6Hugw,0,1210,0
UCBv0UqT-X4aqKly2BOs6n9w,148984,1870,62
UCg0SQ-7JZJp5dAC_aoIEg4g,2479,8,1
UCC5HYhmBwe_JpOxbrWAICww,23,0,2
UC7Sifof2odVqCFfDjI-oSpg,45,103,6
UCxnRhstfMRv6ZKnnJHRJMrA,40,1,13
UC_1t3peR4slWDoM9Gu0PxMA,5331,162,3
UCvGova3BpCAP_rKfVyAq29w,3843,11,1
UCyHhbLvHfVwI5OIJfGwX7ag,0,0,0
UCpeJz5aXS83RZNByARfmGhA,71,0,8
UCCrVQDMS7E68DzkTdnATrAA,90,1,1
UCffhGBufE2RhjhBYiBnCs0g,29,0,17
UCHpzPdF92xV5l6Fz106LI7w,35,9,10
UCVdQSBreVCABL6nnj22jO_Q,921,8,1
UCJM0HO3uJgtH5Sg_2BwreCQ,20741,3,9
UCpwfhaN95SPo7bGw_n8WPaA,2,10,1
UCYEQ6FIXcskRxQ5XP6mStoQ,126,29,13
UCbot75aBwEWabUZzLJpMFqw,26,1,8
UCvmTU58g-Y-vTyHfmS3i2GA,11382,67,157
UCB1cNT05rNiBofjer5IwiqA,9838,50,25
UCaAhGlvhW_k-37ReKRkwfkg,1472,13,1
UC9jh7P40RBcquzinrkjLSFg,3383,15,10
UCiLHwj4PT9EFcAVRbm_nzfQ,98,0,1
UC5dIiKd03w6sx9Gff9S1B1Q,133,0,2
UC1amQwe2_EEeSgrXXzLuMHQ,14,0,1
UCOHsw5X0vmonyqBoAXFyalg,218,2,7
UCeNNw7FedwAq9pZChYNV8hQ,17,1,1
UC8Y7TCHgoWyRHirM3Jjt1xA,0,0,0
UCb_j4_eYUwPG6mSqd_Sq_Lg,476,24,4
UCgsr9xC0tgEl5quCvUEt2CQ,46,0,2
UCUGtIVf60NnVGxhKE2lUKnA,5720,30,59
UCwYBDguPr4D6NSJKyWHMz5g,38824,1330,71
UCbAh18K88L8Fsm-8PUpf0pQ,6012,369,6
UCnsw97-2Kwqivyl12BHurAw,1132,35,15
UCAqZhd9CcBpvRKGc2jM8wYQ,704,21,60
UC5HFXQopVZv2Rixz6hlVK-g,11492,194,17
UCzNhEH4S9ApyBrIdT_ycubA,108,0,12
UCiVBc85faHi9Kh7iB9nEZeg,225,9,23
UCuEoPMh00wAIHJyRgNr2ECA,98600,1420,51
UC5T7HWXvOhfrzdzr2ztyFlQ,94,4,2
UCUe0HDm7JI39xMELsRTqyWA,336,12,4
UCfni2o48kIiqzT65_s1enNg,68052,169,48
UCQcwpKVrpGbAhQqY971ekHg,10,6,1
UCd9EDDVqTPbU_DEMuMiQsPA,2686,12,22
UCu9KGZBCYqF8bjTX0lLYhHg,6014,54,11
UChM2vqe6Bl8pnLS7VXHmmAw,2449,6,4
UC36ADe5VRDwyF1mLnUIF3tQ,275,21,21
UCmOFIdGcVWtwPQrGZsC4FsQ,86,0,6
UCh4y2LBjBVA2V1uwV5i8J3g,754,0,7
UC2rUkCqTN_pze8p9r3TviWQ,2937,17,66
UCbAd7PLP00bwW_YSuXVuJ_Q,1259,162,4
UCPKdsGsNOHIAPloVTub9zag,8898,56,214
UCC4NO9ej2Ouhq7FSLK4i4Tw,161,38,1
UC8NSpce5Y7uu4xbB0YYFuSw,362163,3660,32
UCvJMujq9p-mEUTag6Zc_izA,170,10,6
UCHqf83ID2q6b-JtNRUUesYA,6530,76,5
UC4iE-pWNxSv0WbGgnIgEXAQ,2438,7,2
UCRGyqQ8J6LABTTBky5pBE2A,218,1,3
UCC2Y-LtPrgXysJBapbv6sNQ,3600,15,5
UCgjFzGDfH66Fc4iNF4mA5Lw,504,0,13
UCwIrPVa9sqrHfxB6a5lIXmg,0,71,0
UCsa1Ouej-ZauTZAvt3bf7Bw,106184,1540,17
UCiBP0k5q9xU5QSJKikqM7TA,8853,10,2
UCa0NOtTw2iRNNVA2sQ9B2Ww,416,7,7
UCXeUe7yvuBz87JARV7NHRww,231,59,5
UCrGPuQ2ux6NySOGcIdK1Z2Q,196,12,9
UCQpNkI_un3apV6fKYdWI6ow,13036,51,35
UC8x-Rp4huxOmQpoWnGGYINw,326278,2220,87
UCC8nW_XyihEDFfS94wWFbtg,3570,108,9
UCS5vNiHv1pxt9-863oxD8pw,3957,54,19
UCGpiIll0xUFjVEWt8BSaVGQ,604,41,13
UCe6TePzairL4mPSD61Gqa4A,7063,8,9
UC5hhikuIHuCumFpGyKR1cvQ,204,48,10
UCpya2SXQXUWynCq8ifC5ycA,16677,122,16
UCdw46bjx4otB5HJwZWB52Fg,94,16,6
UCEWwVYj9Sjsf6G7H1IkOSRg,23029,5,2
UCfqyk0J5MdsuXq4LVDvO7RQ,184616,1730,68
UCS50IRh6LXJ7JGrIvn2hHWQ,40685,97,55
UCaLWNuRSfEb2GebMkarojRw,173,9,7
UCTUaRdvqzEuFy4NPzs1-V2w,25720,121,46
UCl8nWt6244vMHl0AdcUpnsQ,5140,191,10
UCn2JF3SIWaW_iQ-z6BA81pg,11276,85,15
UCuuHsoA-GINAK5K6O2JI23g,58512,148,60
UCVSLuRLyIGEK5gPcmiR3NPw,382666,1430,254
UCGsI6aEcqiZwo1PtfpU4xLg,164,9,4
UCFp8ciA7hrGmuJCSJivu3uQ,2213,80,7
UCVLmjIQoKivZ7r1YK9GqN0A,18262,266,74
UCxU2rOhxEPtSVSUciDyqSSg,6340,31,26
UCL7WkTslyc2E5A-thBnsKrQ,582,39,4
UC_t1kCV4rsVxIYPHhnOjCvg,57,4,8
UCX1G_iKYyFBUoC5ka2UlxpQ,186670,1770,572
UC4HxhHYDbEtwFL3sbRtrQFA,35,9,1
UCC_XvTn0EWaw4kp3wxO86qg,277,78,5
UChTkUfYmqBxkwpXwcvh_u8Q,3247,156,27
UCB4k-tb25FqE2zdNv3cP46A,174179,347,95
UCNT0GPJtBIaWBvIdxGzmBkw,452540,3710,208
UCqnoOX304MVgaZhtL1edg2w,80047,514,68
UC_P7qfn-1O5oXEu-tIQokvQ,29,11,1
UC2wQCuVWRXBcsKnZ5zpk7Aw,792,12,15
UCFhB76jGcBO68kDBm7XEc0Q,2388,48,58
UC4v9Gv_iOciYdPptk32zZUQ,2466,23,9
UCL9vqP6py31CxIdRQYU5kAw,265,1010,15
UCzf0NFAzWIWSSikhR3Gr87w,1424,30,7
UCNSW8wh5-IgTas0X0k5B14g,487,2,9
UCMNkPlE1MC2bkwP7SWkF4tQ,88990,278,52
UCgfx3U3p8bCWbbm5kkKaDXA,148156,306,0
UCLEx64BRgfzLg2qNQK7OHSg,886,66,27
UCa_NZS3T29b_m2PGEVPN2fg,44333,198,31
UCYxDQMcBR2n6A6rb3ERMLiQ,4785,14,7
UCnw-9WvWypfiFjI2IkjmH-g,423,4,27
UC4Ozu-awdtHPQ84qbCsCjxw,8960,356,53
UCsp0PXAKa640qsyHdg7Cjuw,62,4,6
UCcXJKUTuKIL6Fi3DRfCyfHw,656,6,21
UCgzPPVi_HOb6Zp_dugyJGNA,1988,138,6
UCFKiXoeiwtRcGSD5n-hDuOg,2675,46,68
UCoP4JW49VPsci5cGkhoIDkA,88,29,7
UCRU7CJihx5ctOlYNy-uobJg,95,2,1
UC-M_3zvftYEgFuOatffJaOw,4,15,1
UCUGdswEHTnyTCleC9J4Xy7w,452656,3550,172
UCuUJiNFAp0I14FpIEGjLZ9w,28256,539,172
UCCEcOpIypmD_5cQ18bG8xcg,36281,205,22
UCodQvHTqui2LgWAwQPy2jfQ,18,13,1
UC-MMFR83tx3qtvIbo0aigdg,100344,11500,85
UC81mJtzin0LPxfM616h7zpw,4720,41,22
UCgT6br1cxnBK8c1YTP4JnCg,216,31,17
UCmo6Tid616dUi_UkSrWpoDA,155,14,3
UCF39II6HLXtnFW9-a8txoSg,17,0,3
UCK18U-aTHfgGkfLun1OR6OA,7331,38,8
UCrFRRm0p3f-QiSSUAxLkC0w,150,82,3
UC_yBEjrZCVPQmHxK3FV3hNA,26,12,2
UCDm_8ilVjVCCZhE1IMf5OLA,12787,57,35
UC-ojwrsaMneAQemN0jIyR0Q,0,947,0
UCiR0E4R-zC9TKF6lm9uzHyA,175,40,6
UCwtYo-WLtXSR1IXmd8gdfVg,16,2,1
UC_5ZZ6RVjliIa6acrqy57_g,396,153,2
UCrJSSCdsag4Z_Tb0A4hRopA,9831,48,6
UCQ4DNapBe5Fg725T3NqVvwA,737,9,12
UC2XN98axaEVOyqq_rW3wzEA,2147,15,12
UCl_sPqUUr7Z9UVfprCNfeZQ,12599,32,6
UCci37JG6PYc3bdxctjpd06Q,228,12,9
UC6lyhkiZI0T9OelDXHYTJOA,8109,21,8
UCgfxjUYBKLUUjq0oE7DU-Iw,17320528,30200,272
UCc_cMBBlUDTv2z3Z1wBJ1zA,290,23,13
UCCFYER_5ahUbZwR4eFmO-tQ,13,6,4
UCb6k1hhzXBN-8Gls88GZuOA,880,65,5
UCYlx4l7Smci8VTIY7DwQqFQ,8,1,1
UCXGmvKxSe_ExSfPG36AeFag,986,19,20
UCIne_ra2E_dhC1UxOF6rP6A,6,0,1
UCC2YEaB439QZBo6tFOsw9ww,187,13,2
UCFLRQntUAKduP6qEAmWlu4Q,252,8,3
UC4TIzLOXcXR72cvkrX0f8FQ,1563,15,1
UCUsl2nHPLtmB4KmXi4yvLRQ,52,5,2
UCzD59cuIwEqAcpwvF-DW5Eg,1948,26,5
UChexHSTeZzI5EuBB2Ca121A,16,0,2
UCW95nZ09YPMlzZjxA8YH_lQ,24123,146,2
UCgeHDPJKB6tnyAtybApUwJg,478,3,3
UCmkClWB6Nts2JCkTOCLQzRg,71,1,1
UCEXwwuU1bCUyo001v3gKVQQ,0,0,0
UCRe4FQey31U2zJdJg63vvlg,238,12,11
UCGdrZ0KQDYNprBtMwnLZsfg,428,0,3
UCTslHteVK3XylzP5r8cD4cg,3282,23,5
UCTXQKhlzsNou6dzzty7e2Ew,8,0,6
UCIGZ28ZAjDgDfDFww602ZJw,1659,8,2
UCyFayjPAnoDcPEvpAC64AQg,5651,18,37
UC8W5XAH2b0BR4xQ1yQZORWw,3608,84,4
UC521PD9LnnFjKeBDmryS-dg,1187,12,5
UCgZmzLEZgTPOhZZNSaKiuPg,2602,5,2
UC8v4R6hr7KM9YImip-oXP9w,6,4,1
UCeAlz5D22h_4YyYRfqz2xWQ,66,7,1
UCvMfC8L-u8Rxix9p6k13SUg,1,1,1
UCTUWCoVHpOxCsBf2q70isKg,44648,73,11
UCXghQwkm6Za4sCgimZdbtZQ,0,0,0
UCbfGbPJXsUka7wMXljVuJRg,3983,7,15
UCeEXyj6EgKy1kh0Uejn5ASw,850,129,2
UCx_jIYeE6jQLQ1BPkwPTiEw,11074,50,56
UCCug9YFWJ3bOYwKoWRt5gIg,40,6,7
UCUfisI9M7phY7ptDvrYp7vg,14313,31,14
UCR24wqVlTKN-Vi0_DK9y6ow,55,5,7
UC2zBMhXPGl_i3aLSEBCUTUw,90252,262,74
UCbgUvZJe9Ktt91EkgaTRnYQ,81710,1370,61
UCjt8z89-rBlMgaNfHoU2tcw,417770,3590,55
UCm59xGS_kTlL33lcBoh3mzg,76,13,12
UCpa20zr8XFb11hJnC0p3d0Q,44878,578,22
UCb-XpzhpZQJHbY_h1y8ad7g,253795,1770,85
UCwlz5ONdP9RZTIPMzJ0Vf3w,30,3,10
UCBlMg_aaqsTyPD_rM39SBqA,2333,19,5
UCKoNjpKbcXWCXoX-D5hZSSA,829,11,7
UC-xxCcb6xd9fNXyXvGA_fzg,137376,543,11
UCD4UyTRmOdNp5yKYEPCcIGg,212,3,10
UCvxmpsrD4qjLsqwCFMnh5Ew,27839,107,9
UCMQb0BBloGRypDRtrDM1r1w,116,18,3
UC9glq39_N50sPu4Y_WX2vSQ,378,32,6
UCgtinrDPc07DA--03kvRw_A,108,0,5
UCFkRY1qlFQ8MGFVXAeELuKA,14,1,2
UCRP-q8c0rZTetmurvScSc0A,28,3,13
UCVwwEkXu9Dl9xTbJkiSzdXg,78,1,3
UC-3DnNW4O83MX7Lmaskwg5w,3,0,11
UCV8qtzmjS7X3bELNLjM76TA,37,0,6
UCNlSX8SqJU1qINaC83dJVXg,104,11,6
UC79Twap9HUvSt2uW6K-vOUg,4294,16,15
UCcEwxNdqzlcE-SNvEZMhDoQ,3,0,3
UCyp9TPaMiHaqOBp5ebuWr5w,409,9,22
UCCT5p8iY8__xQyVia5-tZ9w,2409,12,2
UCQ0T34Up9AJ59jL8JYK-t4g,10371,46,25
UCQskD3TzPQ5SXkQJnCnvBZg,125,12,1
UC_U-EaaZmVDzNR-wQZRgX4A,22892,116,17
UC6yCpSojpjKcPYwi5xVqN3g,4768,26,28
UCq42nchLDLBt-VwFFjBW3cg,13,0,1
UCzKOZcKoXsyRLwxwuduLt-A,8,0,7
UCn_9Tt4ZIlJjDlmxPRIvgGQ,0,0,0
UCcgPnvqwRcOuOlIMmj4FA5Q,18,5,6
UCQEOqCwRdaG_4VbgX0exGPQ,199718,1110,166
UCigh_MutkfZ8cJ7Yf4ee78g,119,6,8
UCL2dluUClptcy4M_3C3e5bQ,1913,26,6
UCcoaSakrRaLk6fOdLHSEJsg,1730,1220,10
UCcJQav-XeWvNA3KEw2XVpTw,5,0,2
UCpgM_Jb4neElb6LP_gQO0YQ,106,13,3
UCHAlRVaalhjAhQT_Uqmse6g,86,5,1
UCogUHtXfXBiLR0VascQVogg,307,1020,9
UC-0gKrRqEeBLbL-dX89hZxw,1020,305,5
UCyJ7xfYu7g5GqiZhK5E2saw,622,10,12
UCFjhA96I5h4vnvrAnrtyFrA,55640,513,51
UCVHIA90QWchNzexuVzUTODg,783,41,10
UC8alBsUcdoDeb9Y9TD9IV4A,686,42,8
UCuo62SKEhVppRNu1hes1rOQ,14067,59,34
UC0-rg01p-56urkM_hYr1aTw,9799,389,26
UCcVHZOPPxKhci4QO21FBZJQ,148,13,4
UCd60PT_QfComKLt_xTBvPvA,159,4,2
UC99ZCfAoPbjOyoF4r-f6gJA,3854,548,5
UCUvCAcdC_vQqocFwhHf4IdQ,2175,356,5
UCN9d21bRya4_20SK_qLAWBg,938,44,13
UCwxMyI2ehqnx9yEh_NbGR7Q,50,8,3
UCAatdJTShL30g2gAkuwj8tg,183,37,3
UCRpYa3Hw82YSZYKQ3SHllUA,659,8,4
UCZkHDEPA6oDUgaf0eymVQLg,751,212,9
UCnfHfufo-KdKUF614yEh7Mg,1262,11,2
UClMY_Zob0l1TKkM2oMM6ZVA,2601,11,11
UCVG8dz7LtANpfCHAts1-W3w,2273,16,3
UCkGDMLkpxlmncNZq6KRXWyQ,2180,54,30
UCms1FFNy_oiy6qEHBbxNBVw,165659,2260,68
UC4wnIIg_PbwGpcy8mY7zkHg,159440,864,25
UCzcfqInZCUqLk9N60cQkbHQ,602302,570,32
UCjHq0zeergXl4IjiDvKieQA,2901,14,4
UCmjhVgT_jGuVpt24nQQWF-g,7118,30,5
UCTRc6r2rfCFMkFLolubInLg,2543,11,6
UCfG7PTEn1ipdbT3iXWfz5NA,518,30,3
UCjNP4G2tlPdhCrhPLYH0AXw,1177,44,11
UCPtCb9NicOtaqgEn6EPFUQQ,18562,55,21
UC-6bT-1BI0CIywkxmW-oQwA,46,1,3
UCc1SzmugsrjlgiPmVNpd3iw,677,54,3
UCMN_joy0TiKTu-YP1RnxSQw,1376,6,4
UC9dTYYAtw1hmH9iTumU0E3Q,338416,624,59
UCX6Ld8QAmYWAFctW3NWb_9A,40,2,1
UCzTv6IW8nPC4VR2pLivDF9w,266,6,3
UCFyM62P8pBZhf1Sd-mtvHNQ,37786,1080,39
UCGB_WxW7YVGZLNRLAZLDm1w,1447,128,6
UCn7FIrGKI7ivj4udWvKKDEA,4258,25,21
UC_KPH-JmoB3M3sV-K8xupaA,61,6,5
UCXMdmz5hSo0pgvnC7nOLsqA,82129,367,33
UCzfpef8c8Uj355FQ4SRNZbA,13766,955,5
UCcqS0ONEgms9kjLRIbkgwag,310,174,15
UCKTZMjGvun9Pwr0EAdENpmg,47700,276,57
UCPznVJkKQTuxew5mB-unp0w,5368,74,12
UCpqwmUZEF7P75zBJ-Zb8_1w,411,16,4
UC63AllqWHzkpv1Ku0zr70gQ,533073,3280,94
UCVsDvu_q15MCXJauIUGFJzg,97,11,2
UCkhwSZgIRaM0Wf-Kr7jxE1g,65,10,20
UCh34orFC5j7agDD8x7OlTsA,3073,20,103
UCmCjqsmbOgRe0JT2E8X1DYg,341202,3030,267
UC-OwwYY_82G1JlF2QkOhq2g,1605,277,39
UCxB4KJS7TpxupttlFBQfWqw,54335,2070,49
UCPzqeybEbv8rO9d8Ul8IGpQ,191,24,3
UCFsIqBUwaWJmVrZe75HOrUw,2256,1050,21
UCXwxcswhW2bhsv7EqqMMEVA,5668,80,27
UCLCNAlKVMtTmB9YKNjIumeg,11210,72,4
UCzptTl2XCwxBvoxVximGDWQ,1266,527,14
UCYvkHUB1guQcgd1fcsRt2LQ,2932,25,4
UCHeGATNbaWbZOS8Pvg1D9EQ,159,8,7
UCgg8vYhHA4uU4pn8jQOYc5A,626,40,10
UCroB-y2uAeamhnl5x2KflDQ,0,1,0
UCukqMAvXWxeRBa_zEdSY45w,1009,10,3
UCCqB5yQthAcztP3HYQNvM8A,1264,95,68
UCBMoasoXBMrfOgrmme6Jncg,12497,27,18
UC9ElzZuBoOfkULLaRwY-GxQ,44474,554,59
UCQfX-xVDXhcLOckguZRssrQ,149215,323,71
UCYVRM0jSh65qqnOkwqiVI0w,100,8,7
UCNE3F0kP0s1HXj1up1Z_qSA,2411,16,309
UCh9QIO61iYpqvtKREE5aSxA,20243,207,17
UC5DNEVNFUY4qCTPuSPgtDXQ,52,9,3
UCdaaJz-3UCcHFkY9i5sJa_Q,224,10,5
UCj8GYlEOSBof2Y3LqPn9t_w,112,8,5
UC3OE7RltjqqYMeVbiaTUcrw,244050,10600,173
UC67WQTc55rZ1u28XO3WI5Vw,156,9,9
UCJxfGIP2ky5b-NoPmmJ0xeg,3115,24,4
